NOMMER,VAAR,MOER,GR,YR,SEX,BDAT,WDAT
881572,860181,821910,2,88,2,1988/03/01,1988/06/09
881582,863671,854540,2,88,2,1988/03/01,1988/06/09
881593,864211,821590,3,88,2,1988/03/01,1988/06/09
881643,863453,863173,3,88,2,1988/03/01,1988/06/09
881803,863453,851580,3,88,1,1988/03/01,1988/06/09
881813,863453,851580,3,88,1,1988/03/01,1988/06/09
881823,863453,832260,3,88,2,1988/03/01,1988/06/09
881833,863453,832260,3,88,2,1988/03/01,1988/06/09
881892,863671,860882,2,88,2,1988/03/01,1988/06/09
881903,864211,861011,3,88,2,1988/03/01,1988/06/09
881913,863453,843240,3,88,1,1988/03/01,1988/06/09
881943,863453,821060,3,88,1,1988/03/01,1988/06/09
881953,863453,821060,3,88,1,1988/03/01,1988/06/09
881962,860181,864242,2,88,2,1988/03/01,1988/06/09
882073,861261,833210,3,88,2,1988/03/01,1988/06/09
882082,863671,842420,2,88,2,1988/03/01,1988/06/09
882093,863453,852460,3,88,1,1988/03/01,1988/06/09
882103,862751,860513,3,88,1,1988/03/01,1988/06/09
882112,863671,842420,2,88,1,1988/03/01,1988/06/09
882123,862751,861923,3,88,2,1988/03/01,1988/06/09
882173,861261,832030,3,88,1,1988/03/01,1988/06/09
882182,861831,854560,2,88,2,1988/03/01,1988/06/09
882273,864211,821170,3,88,1,1988/03/01,1988/06/09
882283,864211,861271,3,88,1,1988/03/01,1988/06/09
882293,861261,844070,3,88,2,1988/03/01,1988/06/09
882303,861261,832030,3,88,1,1988/03/01,1988/06/09
882343,861261,860663,3,88,1,1988/03/01,1988/06/09
882352,863671,861352,2,88,2,1988/03/01,1988/06/09
882362,860181,844730,2,88,2,1988/03/01,1988/06/09
882372,861831,853890,2,88,2,1988/03/01,1988/06/09
882382,863671,844060,2,88,1,1988/03/01,1988/06/09
882483,863453,832830,3,88,1,1988/03/01,1988/06/09
882492,863671,850280,2,88,2,1988/03/01,1988/06/09
882502,861831,841770,2,88,1,1988/03/01,1988/06/09
882512,861831,841770,2,88,2,1988/03/01,1988/06/09
882522,860181,841250,2,88,2,1988/03/01,1988/06/09
882532,860181,844730,2,88,1,1988/03/01,1988/06/09
882543,863453,842140,3,88,2,1988/03/01,1988/06/09
882552,863671,861352,2,88,2,1988/03/01,1988/06/09
882742,861831,822350,2,88,2,1988/03/01,1988/06/09
882812,860171,863255,2,88,2,1988/03/01,1988/06/09
882822,860181,830710,2,88,2,1988/03/01,1988/06/09
882883,862751,853660,3,88,1,1988/03/01,1988/06/09
882893,863453,830750,3,88,1,1988/03/01,1988/06/09
882903,863453,830750,3,88,2,1988/03/01,1988/06/09
882913,862751,822150,2,88,1,1988/03/01,1988/06/09
883043,864211,860043,3,88,2,1988/03/01,1988/06/09
883053,861261,840050,3,88,2,1988/03/01,1988/06/09
883063,861261,840050,3,88,2,1988/03/01,1988/06/09
883072,860171,841840,2,88,2,1988/03/01,1988/06/09
883082,860171,841840,2,88,2,1988/03/01,1988/06/09
883092,863671,822160,2,88,1,1988/03/01,1988/06/09
883133,862751,863593,3,88,2,1988/03/01,1988/06/09
883143,864211,851350,3,88,1,1988/03/01,1988/06/09
883232,861831,862865,2,88,1,1988/03/01,1988/06/09
883242,861831,835120,2,88,2,1988/03/01,1988/06/09
883252,861831,831470,2,88,1,1988/03/01,1988/06/09
883263,862751,824260,3,88,2,1988/03/01,1988/06/09
883272,863671,852320,2,88,1,1988/03/01,1988/06/09
883283,862751,864703,3,88,2,1988/03/01,1988/06/09
883293,860181,830800,3,88,2,1988/03/01,1988/06/09
883472,863671,852320,2,88,1,1988/03/01,1988/06/09
883482,861831,831470,2,88,1,1988/03/01,1988/06/09
883523,861261,852210,3,88,2,1988/03/01,1988/06/09
883532,860171,862902,2,88,1,1988/03/01,1988/06/09
883542,861831,821070,2,88,2,1988/03/01,1988/06/09
883552,860181,832730,2,88,2,1988/03/01,1988/06/09
883712,863671,833940,2,88,1,1988/03/01,1988/06/09
883722,860171,831680,2,88,1,1988/03/01,1988/06/09
883743,862751,864851,3,88,1,1988/03/01,1988/06/09
883832,863671,850200,2,88,2,1988/03/01,1988/06/09
883842,860181,863132,2,88,1,1988/03/01,1988/06/09
883852,863671,844530,2,88,2,1988/03/01,1988/06/09
883903,863453,851510,3,88,1,1988/03/01,1988/06/09
883913,863453,851510,3,88,1,1988/03/01,1988/06/09
883963,863453,842460,3,88,2,1988/03/01,1988/06/09
884003,862751,821800,3,88,2,1988/03/01,1988/06/09
884012,863671,830890,2,88,1,1988/03/01,1988/06/09
884022,863671,830890,2,88,1,1988/03/01,1988/06/09
884033,863453,822710,3,88,2,1988/03/01,1988/06/09
884042,860171,863842,2,88,2,1988/03/01,1988/06/09
884052,861831,860312,2,88,2,1988/03/01,1988/06/09
884063,864211,822920,3,88,1,1988/03/01,1988/06/09
884073,864211,822920,3,88,1,1988/03/01,1988/06/09
884172,860171,830900,2,88,1,1988/03/01,1988/06/09
884183,862751,851570,3,88,1,1988/03/01,1988/06/09
884193,862751,851570,3,88,1,1988/03/01,1988/06/09
884202,860181,841660,2,88,1,1988/03/01,1988/06/09
884212,860181,841660,2,88,2,1988/03/01,1988/06/09
884313,863453,821660,3,88,2,1988/03/01,1988/06/09
884323,863453,821660,3,88,2,1988/03/01,1988/06/09
884333,864211,852580,3,88,1,1988/03/01,1988/06/09
884342,860171,863832,2,88,1,1988/03/01,1988/06/09
884353,863453,834090,3,88,2,1988/03/01,1988/06/09
884362,861831,820810,2,88,1,1988/03/01,1988/06/09
884372,860171,843410,2,88,1,1988/03/01,1988/06/09
884472,861831,822720,2,88,1,1988/03/01,1988/06/09
884483,861261,841340,3,88,2,1988/03/01,1988/06/09
884493,861261,851720,3,88,1,1988/03/01,1988/06/09
884503,861831,831390,3,88,2,1988/03/01,1988/06/09
884622,860171,852350,2,88,2,1988/03/01,1988/06/09
884632,860171,852350,2,88,2,1988/03/01,1988/06/09
884683,861261,864563,3,88,2,1988/03/01,1988/06/09
884693,864211,834290,3,88,2,1988/03/01,1988/06/09
884722,861831,820680,2,88,2,1988/03/01,1988/06/09
884763,864211,844660,3,88,2,1988/03/01,1988/06/09
884823,864211,861853,3,88,1,1988/03/01,1988/06/09
884832,863671,840890,2,88,2,1988/03/01,1988/06/09
884873,864211,834840,3,88,1,1988/03/01,1988/06/09
884892,863671,862242,2,88,1,1988/03/01,1988/06/09
884912,860181,864935,2,88,1,1988/03/01,1988/06/09
884963,862751,852470,3,88,2,1988/03/01,1988/06/09
884973,864211,852060,3,88,1,1988/03/01,1988/06/09
884983,863453,830810,3,88,1,1988/03/01,1988/06/09
884992,863671,862062,2,88,2,1988/03/01,1988/06/09
885022,860181,851500,2,88,2,1988/03/01,1988/06/09
885033,863453,865111,3,88,2,1988/03/01,1988/06/09
885053,861261,842090,3,88,2,1988/03/01,1988/06/09
885063,861261,841320,3,88,2,1988/03/01,1988/06/09
885073,861261,841320,3,88,2,1988/03/01,1988/06/09
885082,860181,824570,2,88,2,1988/03/01,1988/06/09
885092,860181,834990,2,88,1,1988/03/01,1988/06/09
885113,864211,865061,3,88,1,1988/03/01,1988/06/09
885162,860181,843610,2,88,1,1988/03/01,1988/06/09
885172,860181,843610,2,88,2,1988/03/01,1988/06/09
885182,860181,832540,2,88,1,1988/03/01,1988/06/09
885202,860181,852690,2,88,2,1988/03/01,1988/06/09
885213,863453,840490,3,88,1,1988/03/01,1988/06/09
885222,860181,831880,2,88,1,1988/03/01,1988/06/09
888002,860181,822090,2,88,1,1988/03/01,1988/06/09
888012,860171,821900,2,88,2,1988/03/01,1988/06/09
888022,860171,850590,2,88,2,1988/03/01,1988/06/09
888032,860181,822090,2,88,2,1988/03/01,1988/06/09
888042,860181,822090,2,88,1,1988/03/01,1988/06/09
888052,860181,823110,2,88,1,1988/03/01,1988/06/09
888062,860171,821900,2,88,1,1988/03/01,1988/06/09
888072,861831,862515,2,88,1,1988/03/01,1988/06/09
888082,863671,854900,2,88,1,1988/03/01,1988/06/09
888092,863671,860882,2,88,2,1988/03/01,1988/06/09
888102,860181,864242,2,88,2,1988/03/01,1988/06/09
888112,863671,864302,2,88,2,1988/03/01,1988/06/09
888122,863671,841090,2,88,1,1988/03/01,1988/06/09
888132,861831,833400,2,88,1,1988/03/01,1988/06/09
888142,860181,830710,2,88,1,1988/03/01,1988/06/09
888152,863671,841090,2,88,2,1988/03/01,1988/06/09
888162,861831,831390,2,88,1,1988/03/01,1988/06/09
888172,863671,831770,2,88,1,1988/03/01,1988/06/09
888183,862751,822950,3,88,1,1988/03/01,1988/06/09
888193,862751,822950,3,88,2,1988/03/01,1988/06/09
888203,864211,821590,3,88,2,1988/03/01,1988/06/09
888213,861261,830300,3,88,1,1988/03/01,1988/06/09
888223,863453,843240,3,88,2,1988/03/01,1988/06/09
888233,861261,852550,3,88,1,1988/03/01,1988/06/09
888243,861261,852550,3,88,2,1988/03/01,1988/06/09
888253,864211,863163,3,88,1,1988/03/01,1988/06/09
888263,861261,863613,3,88,1,1988/03/01,1988/06/09
888273,864211,863303,3,88,1,1988/03/01,1988/06/09
888283,863453,842460,3,88,2,1988/03/01,1988/06/09
888293,864211,840160,3,88,2,1988/03/01,1988/06/09
890012,0,870135,2,89,1,1989/03/01,1989/06/09
890022,0,870135,2,89,2,1989/03/01,1989/06/09
890033,0,871483,3,89,1,1989/03/01,1989/06/09
890043,0,871483,3,89,1,1989/03/01,1989/06/09
890062,0,873762,2,89,1,1989/03/01,1989/06/09
890072,0,873762,2,89,2,1989/03/01,1989/06/09
890082,0,873052,2,89,1,1989/03/01,1989/06/09
890092,0,870822,2,89,2,1989/03/01,1989/06/09
890103,0,872383,3,89,1,1989/03/01,1989/06/09
890143,0,873713,3,89,1,1989/03/01,1989/06/09
890153,0,873713,3,89,2,1989/03/01,1989/06/09
890162,0,875052,2,89,1,1989/03/01,1989/06/09
890173,0,872845,3,89,2,1989/03/01,1989/06/09
890253,872851,850120,3,89,1,1989/03/01,1989/06/09
890263,872851,850120,3,89,2,1989/03/01,1989/06/09
890273,872151,874253,3,89,2,1989/03/01,1989/06/09
890302,870361,870552,2,89,1,1989/03/01,1989/06/09
890362,870361,872101,2,89,1,1989/03/01,1989/06/09
890372,870361,872101,2,89,1,1989/03/01,1989/06/09
890383,872851,851990,3,89,1,1989/03/01,1989/06/09
890492,872031,843410,2,89,1,1989/03/01,1989/06/09
890502,872031,843410,2,89,2,1989/03/01,1989/06/09
890543,871351,830810,3,89,2,1989/03/01,1989/06/09
890552,870411,873672,2,89,1,1989/03/01,1989/06/09
890562,872031,842150,2,89,2,1989/03/01,1989/06/09
890573,872151,842140,3,89,2,1989/03/01,1989/06/09
890643,873581,840160,3,89,1,1989/03/01,1989/06/09
890652,870411,862152,2,89,2,1989/03/01,1989/06/09
890663,871351,862443,3,89,2,1989/03/01,1989/06/09
890673,871351,862443,3,89,2,1989/03/01,1989/06/09
890682,872031,841770,2,89,2,1989/03/01,1989/06/09
890692,872031,841770,2,89,2,1989/03/01,1989/06/09
890822,872031,853890,2,89,1,1989/03/01,1989/06/09
890832,872031,853890,2,89,1,1989/03/01,1989/06/09
890842,870361,854340,2,89,2,1989/03/01,1989/06/09
890852,870361,854340,2,89,2,1989/03/01,1989/06/09
890862,870361,864905,2,89,2,1989/03/01,1989/06/09
890923,872151,864563,3,89,2,1989/03/01,1989/06/09
890932,871011,863842,2,89,2,1989/03/01,1989/06/09
890962,871011,854540,2,89,1,1989/03/01,1989/06/09
890973,872851,865111,3,89,1,1989/03/01,1989/06/09
890982,870411,842960,2,89,2,1989/03/01,1989/06/09
890993,872851,834840,3,89,1,1989/03/01,1989/06/09
891003,872851,843240,3,89,2,1989/03/01,1989/06/09
891013,871351,840050,3,89,1,1989/03/01,1989/06/09
891023,871351,840050,3,89,2,1989/03/01,1989/06/09
891032,871011,850280,2,89,2,1989/03/01,1989/06/09
891042,871011,850280,2,89,2,1989/03/01,1989/06/09
891052,872031,872891,2,89,1,1989/03/01,1989/06/09
891062,872031,872891,2,89,1,1989/03/01,1989/06/09
891152,870411,841440,2,89,1,1989/03/01,1989/06/09
891162,870411,841440,2,89,1,1989/03/01,1989/06/09
891202,872031,865242,2,89,1,1989/03/01,1989/06/09
891212,870411,852350,2,89,2,1989/03/01,1989/06/09
891222,870411,840902,2,89,2,1989/03/01,1989/06/09
891232,870411,840900,2,89,2,1989/03/01,1989/06/09
891243,872151,860663,3,89,1,1989/03/01,1989/06/09
891253,872151,860663,3,89,2,1989/03/01,1989/06/09
891452,871011,831390,2,89,1,1989/03/01,1989/06/09
891463,872851,851720,3,89,1,1989/03/01,1989/06/09
891472,872031,850580,2,89,2,1989/03/01,1989/06/09
891482,872031,863255,2,89,2,1989/03/01,1989/06/09
891523,872151,871921,3,89,1,1989/03/01,1989/06/09
891723,872851,863413,3,89,1,1989/03/01,1989/06/09
891733,872851,863413,3,89,2,1989/03/01,1989/06/09
891823,873581,840490,3,89,1,1989/03/01,1989/06/09
891833,873581,840490,3,89,1,1989/03/01,1989/06/09
891843,873581,862963,3,89,2,1989/03/01,1989/06/09
891853,871351,863593,3,89,1,1989/03/01,1989/06/09
891863,873581,864851,3,89,1,1989/03/01,1989/06/09
891873,873581,864851,3,89,2,1989/03/01,1989/06/09
892043,871351,862213,3,89,1,1989/03/01,1989/06/09
892053,872851,854810,3,89,1,1989/03/01,1989/06/09
892063,871351,862213,3,89,1,1989/03/01,1989/06/09
892073,872851,854810,3,89,1,1989/03/01,1989/06/09
892103,872851,863893,3,89,1,1989/03/01,1989/06/09
892253,873581,851580,3,89,2,1989/03/01,1989/06/09
892263,873581,851580,3,89,2,1989/03/01,1989/06/09
892272,871011,835120,2,89,2,1989/03/01,1989/06/09
892282,870411,842330,2,89,1,1989/03/01,1989/06/09
892292,870411,842330,2,89,2,1989/03/01,1989/06/09
892302,871011,863832,2,89,2,1989/03/01,1989/06/09
892312,872031,862062,2,89,1,1989/03/01,1989/06/09
892322,871011,864242,2,89,2,1989/03/01,1989/06/09
892332,871011,863832,2,89,2,1989/03/01,1989/06/09
892543,872151,830300,3,89,2,1989/03/01,1989/06/09
892552,871011,841840,2,89,2,1989/03/01,1989/06/09
892562,871011,841840,2,89,1,1989/03/01,1989/06/09
892572,870411,862515,2,89,2,1989/03/01,1989/06/09
892582,870411,862515,2,89,2,1989/03/01,1989/06/09
892593,873581,861853,3,89,2,1989/03/01,1989/06/09
892603,872851,832030,3,89,1,1989/03/01,1989/06/09
892613,871351,860513,3,89,1,1989/03/01,1989/06/09
892623,871351,860513,3,89,2,1989/03/01,1989/06/09
892633,872151,850950,3,89,1,1989/03/01,1989/06/09
892643,872151,850950,3,89,1,1989/03/01,1989/06/09
892652,872031,853890,2,89,2,1989/03/01,1989/06/09
892662,872031,840890,2,89,1,1989/03/01,1989/06/09
892672,871011,841840,2,89,2,1989/03/01,1989/06/09
892682,871011,872282,2,89,2,1989/03/01,1989/06/09
892693,871351,861933,3,89,1,1989/03/01,1989/06/09
892703,872851,834090,3,89,2,1989/03/01,1989/06/09
892923,871351,840040,3,89,1,1989/03/01,1989/06/09
892952,870361,830900,2,89,1,1989/03/01,1989/06/09
892963,873581,833840,3,89,1,1989/03/01,1989/06/09
892973,873581,833840,3,89,1,1989/03/01,1989/06/09
892983,873581,862163,3,89,2,1989/03/01,1989/06/09
892993,873581,862163,3,89,2,1989/03/01,1989/06/09
893032,870411,860312,2,89,1,1989/03/01,1989/06/09
893042,872031,863132,2,89,1,1989/03/01,1989/06/09
893052,872031,863132,2,89,1,1989/03/01,1989/06/09
893062,872031,831770,2,89,1,1989/03/01,1989/06/09
893072,872031,831770,2,89,1,1989/03/01,1989/06/09
893083,871351,863303,3,89,1,1989/03/01,1989/06/09
893093,871351,863303,3,89,2,1989/03/01,1989/06/09
893102,872031,871332,2,89,1,1989/03/01,1989/06/09
893112,870411,861555,2,89,1,1989/03/01,1989/06/09
893203,872851,844660,3,89,2,1989/03/01,1989/06/09
893213,872151,842410,3,89,2,1989/03/01,1989/06/09
893223,872151,842410,3,89,1,1989/03/01,1989/06/09
893283,871351,834290,3,89,1,1989/03/01,1989/06/09
893293,873581,852470,3,89,1,1989/03/01,1989/06/09
893303,873581,852470,3,89,2,1989/03/01,1989/06/09
893383,871351,861011,3,89,2,1989/03/01,1989/06/09
893433,872851,830750,3,89,1,1989/03/01,1989/06/09
893443,872851,830750,3,89,2,1989/03/01,1989/06/09
893452,870361,832540,2,89,2,1989/03/01,1989/06/09
893462,870361,832540,2,89,1,1989/03/01,1989/06/09
893472,871011,863001,2,89,2,1989/03/01,1989/06/09
893482,871011,832322,2,89,2,1989/03/01,1989/06/09
893493,872151,852210,3,89,1,1989/03/01,1989/06/09
893503,872151,852210,3,89,2,1989/03/01,1989/06/09
893512,871011,861352,2,89,1,1989/03/01,1989/06/09
893522,871011,852690,2,89,1,1989/03/01,1989/06/09
893532,870411,862192,2,89,1,1989/03/01,1989/06/09
893542,870411,862192,2,89,2,1989/03/01,1989/06/09
893563,872851,851510,3,89,2,1989/03/01,1989/06/09
893572,870361,842420,2,89,1,1989/03/01,1989/06/09
893842,871011,860751,2,89,1,1989/03/01,1989/06/09
893852,871011,860751,2,89,2,1989/03/01,1989/06/09
893863,872151,830880,3,89,2,1989/03/01,1989/06/09
893913,872151,851350,3,89,2,1989/03/01,1989/06/09
894132,870361,841380,2,89,2,1989/03/01,1989/06/09
894143,871351,874443,3,89,1,1989/03/01,1989/06/09
894153,872151,852710,3,89,2,1989/03/01,1989/06/09
894163,872151,852710,3,89,2,1989/03/01,1989/06/09
894173,871351,852630,3,89,1,1989/03/01,1989/06/09
894182,872031,852310,2,89,1,1989/03/01,1989/06/09
894192,872031,852310,2,89,1,1989/03/01,1989/06/09
894203,872151,861271,3,89,1,1989/03/01,1989/06/09
894213,872151,861271,3,89,1,1989/03/01,1989/06/09
894223,872851,863163,3,89,2,1989/03/01,1989/06/09
894233,871351,853390,3,89,1,1989/03/01,1989/06/09
894243,873581,863853,3,89,1,1989/03/01,1989/06/09
894253,873581,863853,3,89,2,1989/03/01,1989/06/09
894262,872031,841090,2,89,2,1989/03/01,1989/06/09
894283,872151,851350,3,89,2,1989/03/01,1989/06/09
894292,871011,850180,2,89,2,1989/03/01,1989/06/09
894353,871351,860043,3,89,1,1989/03/01,1989/06/09
894362,870361,834990,2,89,1,1989/03/01,1989/06/09
894513,872151,861923,3,89,1,1989/03/01,1989/06/09
894523,872151,861923,3,89,2,1989/03/01,1989/06/09
894532,870411,833940,2,89,1,1989/03/01,1989/06/09
894542,870411,833940,2,89,1,1989/03/01,1989/06/09
894553,873581,852060,3,89,1,1989/03/01,1989/06/09
894562,871011,862242,2,89,2,1989/03/01,1989/06/09
894633,871351,852580,3,89,2,1989/03/01,1989/06/09
894643,873581,874103,3,89,2,1989/03/01,1989/06/09
894652,872031,850990,2,89,1,1989/03/01,1989/06/09
894662,872031,850990,2,89,2,1989/03/01,1989/06/09
894673,873581,840950,3,89,1,1989/03/01,1989/06/09
894683,873581,840950,3,89,2,1989/03/01,1989/06/09
894692,872031,845340,2,89,2,1989/03/01,1989/06/09
894732,870411,831470,2,89,1,1989/03/01,1989/06/09
894743,873581,864703,3,89,1,1989/03/01,1989/06/09
894752,870411,831470,2,89,1,1989/03/01,1989/06/09
894763,873581,853660,3,89,1,1989/03/01,1989/06/09
894812,871011,830890,2,89,2,1989/03/01,1989/06/09
894822,870361,862865,2,89,1,1989/03/01,1989/06/09
894832,871011,850260,2,89,2,1989/03/01,1989/06/09
894933,872151,861705,3,89,1,1989/03/01,1989/06/09
894942,870361,872592,2,89,1,1989/03/01,1989/06/09
894952,870411,864682,2,89,1,1989/03/01,1989/06/09
894962,870411,864682,2,89,2,1989/03/01,1989/06/09
894972,870411,860135,2,89,2,1989/03/01,1989/06/09
894983,872151,874045,3,89,1,1989/03/01,1989/06/09
894992,870411,873952,2,89,1,1989/03/01,1989/06/09
895002,872031,864302,2,89,1,1989/03/01,1989/06/09
895043,871351,873413,3,89,1,1989/03/01,1989/06/09
895052,870361,864935,2,89,2,1989/03/01,1989/06/09
895202,870361,875062,2,89,1,1989/03/01,1989/06/09
895252,870361,871942,2,89,2,1989/03/01,1989/06/09
895262,872031,870422,2,89,2,1989/03/01,1989/06/09
895343,873581,872483,3,89,1,1989/03/01,1989/06/09
895353,871351,844610,3,89,2,1989/03/01,1989/06/09
895363,873581,863613,3,89,2,1989/03/01,1989/06/09
895442,871011,850800,2,89,2,1989/03/01,1989/06/09
895463,872151,841320,3,89,1,1989/03/01,1989/06/09
895473,873581,874733,3,89,2,1989/03/01,1989/06/09
895482,870411,841770,2,89,2,1989/03/01,1989/06/09
895493,871351,832830,3,89,2,1989/03/01,1989/06/09
895502,870361,871572,2,89,1,1989/03/01,1989/06/09
895512,871011,873062,2,89,1,1989/03/01,1989/06/09
895523,872851,873135,3,89,1,1989/03/01,1989/06/09
895533,872851,863173,3,89,2,1989/03/01,1989/06/09
895542,870361,873942,2,89,2,1989/03/01,1989/06/09
895553,873581,870815,3,89,1,1989/03/01,1989/06/09
895563,871351,875493,3,89,2,1989/03/01,1989/06/09
895573,872851,874463,3,89,1,1989/03/01,1989/06/09
895602,870411,844530,2,89,2,1989/03/01,1989/06/09
895612,871011,851500,2,89,1,1989/03/01,1989/06/09
895623,872851,863893,3,89,1,1989/03/01,1989/06/09
895632,872031,862062,2,89,2,1989/03/01,1989/06/09
895642,871011,835120,2,89,1,1989/03/01,1989/06/09
895682,870361,860905,2,89,2,1989/03/01,1989/06/09
895712,872031,852320,2,89,2,1989/03/01,1989/06/09
895732,872031,854290,2,89,2,1989/03/01,1989/06/09
895773,872151,865061,3,89,2,1989/03/01,1989/06/09
895793,872851,844070,3,89,1,1989/03/01,1989/06/09
895833,873581,833210,3,89,1,1989/03/01,1989/06/09
895862,871011,871932,2,89,2,1989/03/01,1989/06/09
895873,873581,841340,3,89,1,1989/03/01,1989/06/09
895892,870411,834780,2,89,1,1989/03/01,1989/06/09
895902,870411,834780,2,89,1,1989/03/01,1989/06/09
895912,872031,871082,2,89,2,1989/03/01,1989/06/09
895973,872851,860063,3,89,2,1989/03/01,1989/06/09
895983,871351,874843,3,89,1,1989/03/01,1989/06/09
895993,871351,832260,3,89,2,1989/03/01,1989/06/09
896013,871351,874873,3,89,2,1989/03/01,1989/06/09
896032,872031,850200,2,89,2,1989/03/01,1989/06/09
896052,872031,850200,2,89,1,1989/03/01,1989/06/09
896062,870361,874432,2,89,2,1989/03/01,1989/06/09
896082,871011,872512,2,89,2,1989/03/01,1989/06/09
899012,871011,870832,2,89,2,1989/03/01,1989/06/09
899022,870361,840960,2,89,2,1989/03/01,1989/06/09
899032,870361,851640,2,89,1,1989/03/01,1989/06/09
899042,870361,840960,2,89,1,1989/03/01,1989/06/09
899052,870361,841380,2,89,2,1989/03/01,1989/06/09
899062,870361,851640,2,89,1,1989/03/01,1989/06/09
899072,870361,874552,2,89,1,1989/03/01,1989/06/09
899083,872851,870163,3,89,2,1989/03/01,1989/06/09
899093,873581,860423,3,89,1,1989/03/01,1989/06/09
899103,872851,870163,3,89,1,1989/03/01,1989/06/09
899113,872151,874045,3,89,2,1989/03/01,1989/06/09
899123,871351,872495,3,89,2,1989/03/01,1989/06/09
899133,872851,852550,3,89,1,1989/03/01,1989/06/09
899143,871351,852630,3,89,2,1989/03/01,1989/06/09
899153,872851,833090,3,89,1,1989/03/01,1989/06/09
899163,873581,833210,3,89,2,1989/03/01,1989/06/09
899173,872851,833090,3,89,1,1989/03/01,1989/06/09
900013,880673,852470,3,90,2,1990/03/01,1990/06/09
900042,881262,880972,2,90,1,1990/03/01,1990/06/09
900052,881262,873062,2,90,2,1990/03/01,1990/06/09
900063,883913,842460,3,90,1,1990/03/01,1990/06/09
900072,881262,883242,2,90,2,1990/03/01,1990/06/09
900083,883913,842460,3,90,2,1990/03/01,1990/06/09
900092,883712,841770,2,90,1,1990/03/01,1990/06/09
900102,883712,841770,2,90,2,1990/03/01,1990/06/09
900112,882015,873052,2,90,1,1990/03/01,1990/06/09
900213,880673,871483,3,90,2,1990/03/01,1990/06/09
900223,884873,863143,3,90,1,1990/03/01,1990/06/09
900232,881182,840900,2,90,1,1990/03/01,1990/06/09
900263,880673,875363,3,90,2,1990/03/01,1990/06/09
900302,881182,882362,2,90,2,1990/03/01,1990/06/09
900312,882015,875082,2,90,2,1990/03/01,1990/06/09
900322,881182,870422,2,90,2,1990/03/01,1990/06/09
900362,881182,884545,2,90,2,1990/03/01,1990/06/09
900372,881182,871572,2,90,2,1990/03/01,1990/06/09
900383,883913,885053,3,90,2,1990/03/01,1990/06/09
900412,882015,871932,2,90,2,1990/03/01,1990/06/09
900422,881262,871332,2,90,1,1990/03/01,1990/06/09
900432,882015,880212,2,90,1,1990/03/01,1990/06/09
